Architecture,6-LUTs,FPGA Size,Device Utilization,IO Utilization,CLB Utilization,Number of Nets,CLBs,Total Wirelength,Total Logic Block Area,Total Used Logic Block Area,Total Routing Area,Per Logic Tile,Critical Path,Maximum Routing Channel Utilization,Maximum Routing Channel Coordinate
vib_new_287,9178,50x50,0.70,N/A,N/A,N/A,N/A,145388,1.47946,1.00693,2.39807e+07,2.39807,3.72581,0.51,"28,23"
vib_new_906,9178,50x50,0.70,N/A,N/A,N/A,N/A,140365,1.47946,1.00693,3.27511e+07,3.27511,4.13645,0.39,"30,29"
vib_new_805,9178,50x50,0.70,N/A,N/A,N/A,N/A,123094,1.47946,1.00693,2.48585e+07,2.48585,3.84651,0.46,"30,23"
vib_new_316,9178,50x50,0.70,N/A,N/A,N/A,N/A,125945,1.47946,1.00693,2.76850e+07,2.76850,3.87099,0.41,"36,16"
vib_new_1464,9178,50x50,0.70,N/A,N/A,N/A,N/A,137710,1.47946,1.00693,3.20241e+07,3.20241,3.85613,0.31,"25,19"
vib_new_1043,9178,50x50,0.70,N/A,N/A,N/A,N/A,146512,1.47946,1.00693,2.51590e+07,2.51590,3.96085,0.46,"28,11"
vib_new_1411,9178,50x50,0.70,N/A,N/A,N/A,N/A,160133,1.47946,1.00693,2.43977e+07,2.43977,3.93094,0.45,"31,41"
vib_new_277,9178,50x50,0.70,N/A,N/A,N/A,N/A,128028,1.47946,1.00693,2.41820e+07,2.41820,3.84011,0.39,"31,20"
vib_new_1057,9178,50x50,0.70,N/A,N/A,N/A,N/A,123038,1.47946,1.00693,3.05479e+07,3.05479,3.84809,0.4,"29,42"
vib_new_1056,9178,50x50,0.70,N/A,N/A,N/A,N/A,130292,1.47946,1.00693,2.57625e+07,2.57625,3.85341,0.5,"30,20"
vib_new_1098,9178,50x50,0.70,N/A,N/A,N/A,N/A,177336,1.47946,1.00693,2.36112e+07,2.36112,3.9306,0.4,"24,11"
vib_new_1190,9178,50x50,0.70,N/A,N/A,N/A,N/A,159243,1.47946,1.00693,2.10947e+07,2.10947,3.98223,0.45,"26,24"
vib_new_972,9178,50x50,0.70,N/A,N/A,N/A,N/A,123318,1.47946,1.00693,3.35382e+07,3.35382,3.87973,0.38,"31,19"
vib_new_422,9178,50x50,0.70,N/A,N/A,N/A,N/A,147468,1.47946,1.00693,2.14809e+07,2.14809,3.84323,0.49,"37,26"
vib_new_881,9178,50x50,0.70,N/A,N/A,N/A,N/A,120629,1.47946,1.00693,2.93760e+07,2.93760,3.97505,0.29,"29,35"
vib_new_1408,9178,50x50,0.70,N/A,N/A,N/A,N/A,124957,1.47946,1.00693,3.47067e+07,3.47067,4.04089,0.38,"25,30"
vib_new_1007,9178,50x50,0.70,N/A,N/A,N/A,N/A,115898,1.47946,1.00693,2.64007e+07,2.64007,3.94923,0.36,"36,20"
vib_new_543,9178,50x50,0.70,N/A,N/A,N/A,N/A,114785,1.47946,1.00693,2.78932e+07,2.78932,3.84481,0.42,"36,17"
vib_new_444,9178,50x50,0.70,N/A,N/A,N/A,N/A,127926,1.47946,1.00693,3.05176e+07,3.05176,3.87491,0.37,"22,19"
vib_new_792,9178,50x50,0.70,N/A,N/A,N/A,N/A,107040,1.47946,1.00693,2.82692e+07,2.82692,4.04381,0.47,"24,42"
vib_new_285,9178,50x50,0.70,N/A,N/A,N/A,N/A,137901,1.47946,1.00693,2.58576e+07,2.58576,3.99512,0.39,"33,27"
vib_new_1006,9178,50x50,0.70,N/A,N/A,N/A,N/A,97289,1.47946,1.00693,3.25948e+07,3.25948,4.05206,0.4,"23,24"
vib_new_836,9178,50x50,0.70,N/A,N/A,N/A,N/A,109289,1.47946,1.00693,2.42249e+07,2.42249,3.87263,0.43,"42,30"
vib_new_639,9178,50x50,0.70,N/A,N/A,N/A,N/A,187611,1.47946,1.00693,2.50983e+07,2.50983,3.91145,0.66,"24,26"
vib_new_200,9178,50x50,0.70,N/A,N/A,N/A,N/A,170370,1.47946,1.00693,1.81164e+07,1.81164,3.82965,0.67,"26,32"
vib_new_1290,9178,50x50,0.70,N/A,N/A,N/A,N/A,116976,1.47946,1.00693,2.82514e+07,2.82514,3.79981,0.36,"31,27"
vib_new_1337,9178,50x50,0.70,N/A,N/A,N/A,N/A,157998,1.47946,1.00693,2.18086e+07,2.18086,3.99588,0.43,"23,32"
vib_new_689,9178,50x50,0.70,N/A,N/A,N/A,N/A,124826,1.47946,1.00693,2.63663e+07,2.63663,3.87661,0.41,"23,39"
vib_new_813,9178,50x50,0.70,N/A,N/A,N/A,N/A,132071,1.47946,1.00693,2.49200e+07,2.49200,3.98265,0.4,"19,10"
vib_new_23,9178,50x50,0.70,N/A,N/A,N/A,N/A,132032,1.47946,1.00693,3.01291e+07,3.01291,3.85606,0.31,"36,11"
vib_new_434,9178,50x50,0.70,N/A,N/A,N/A,N/A,117900,1.47946,1.00693,2.88816e+07,2.88816,3.83958,0.31,"30,27"
vib_new_1197,9178,50x50,0.70,N/A,N/A,N/A,N/A,123456,1.47946,1.00693,2.79979e+07,2.79979,3.9828,0.3,"22,15"
vib_new_1402,9178,50x50,0.70,N/A,N/A,N/A,N/A,101158,1.47946,1.00693,3.02527e+07,3.02527,4.20923,0.33,"33,27"
vib_new_308,9178,50x50,0.70,N/A,N/A,N/A,N/A,112980,1.47946,1.00693,2.47318e+07,2.47318,3.9375,0.38,"28,17"
vib_new_1295,9178,50x50,0.70,N/A,N/A,N/A,N/A,125364,1.47946,1.00693,3.28472e+07,3.28472,3.7132,0.31,"35,15"
vib_new_251,9178,50x50,0.70,N/A,N/A,N/A,N/A,117712,1.47946,1.00693,3.53909e+07,3.53909,3.96811,0.44,"40,19"
vib_new_1294,9178,50x50,0.70,N/A,N/A,N/A,N/A,128053,1.47946,1.00693,2.73849e+07,2.73849,4.05085,0.44,"34,18"
vib_new_1349,9178,50x50,0.70,N/A,N/A,N/A,N/A,108142,1.47946,1.00693,2.36986e+07,2.36986,4.21053,0.48,"27,10"
vib_new_1237,9178,50x50,0.70,N/A,N/A,N/A,N/A,184384,1.47946,1.00693,2.05699e+07,2.05699,4.05245,0.59,"27,14"
vib_new_46,9178,50x50,0.70,N/A,N/A,N/A,N/A,124934,1.47946,1.00693,3.24713e+07,3.24713,3.87003,0.44,"25,14"
vib_new_632,9178,50x50,0.70,N/A,N/A,N/A,N/A,158048,1.47946,1.00693,3.49551e+07,3.49551,3.88081,0.37,"13,24"
vib_new_773,9178,50x50,0.70,N/A,N/A,N/A,N/A,154306,1.47946,1.00693,2.30849e+07,2.30849,4.15673,0.41,"25,35"
vib_new_207,9178,50x50,0.70,N/A,N/A,N/A,N/A,136184,1.47946,1.00693,2.40477e+07,2.40477,3.89635,0.42,"36,23"
vib_new_1487,9178,50x50,0.70,N/A,N/A,N/A,N/A,149728,1.47946,1.00693,1.92740e+07,1.92740,3.95505,0.56,"28,10"
vib_new_279,9178,50x50,0.70,N/A,N/A,N/A,N/A,103066,1.47946,1.00693,2.80160e+07,2.80160,3.99067,0.43,"31,35"
