Architecture,6-LUTs,FPGA Size,Device Utilization,IO Utilization,CLB Utilization,Number of Nets,CLBs,Total Wirelength,Total Logic Block Area,Total Used Logic Block Area,Total Routing Area,Per Logic Tile,Critical Path,Maximum Routing Channel Utilization,Maximum Routing Channel Coordinate
vib_new_1361,12276,50x50,0.75,N/A,N/A,N/A,N/A,267326,1.47946,1.0756,3.07815e+07,3.07815,11.3133,0.57,"22,23"
vib_new_461,12276,50x50,0.75,N/A,N/A,N/A,N/A,261200,1.47946,1.0756,3.26816e+07,3.26816,9.79172,0.54,"37,22"
vib_new_746,12276,50x50,0.75,N/A,N/A,N/A,N/A,384471,1.47946,1.0756,2.27907e+07,2.27907,11.4329,0.83,"29,21"
vib_new_89,12276,50x50,0.75,N/A,N/A,N/A,N/A,264703,1.47946,1.0756,3.10359e+07,3.10359,11.5413,0.76,"35,32"
vib_new_106,12276,50x50,0.75,N/A,N/A,N/A,N/A,271205,1.47946,1.0756,2.46650e+07,2.46650,9.87341,0.71,"38,26"
vib_new_148,12276,50x50,0.75,N/A,N/A,N/A,N/A,299760,1.47946,1.0756,2.99149e+07,2.99149,10.9566,0.92,"32,20"
vib_new_1462,12276,50x50,0.75,N/A,N/A,N/A,N/A,231564,1.47946,1.0756,3.50292e+07,3.50292,10.2006,0.56,"30,31"
vib_new_92,12276,50x50,0.75,N/A,N/A,N/A,N/A,286506,1.47946,1.0756,2.68895e+07,2.68895,10.282,0.66,"37,30"
vib_new_1238,12276,50x50,0.75,N/A,N/A,N/A,N/A,233184,1.47946,1.0756,2.66520e+07,2.66520,10.9238,0.73,"31,26"
vib_new_374,12276,50x50,0.75,N/A,N/A,N/A,N/A,346268,1.47946,1.0756,2.76681e+07,2.76681,9.72652,0.68,"36,11"
vib_new_987,12276,50x50,0.75,N/A,N/A,N/A,N/A,228812,1.47946,1.0756,2.59526e+07,2.59526,9.96874,0.72,"27,21"
vib_new_1491,12276,50x50,0.75,N/A,N/A,N/A,N/A,255307,1.47946,1.0756,3.19650e+07,3.19650,10.4158,0.65,"22,18"
vib_new_1490,12276,50x50,0.75,N/A,N/A,N/A,N/A,259204,1.47946,1.0756,3.17415e+07,3.17415,10.7609,0.52,"40,31"
vib_new_873,12276,50x50,0.75,N/A,N/A,N/A,N/A,302249,1.47946,1.0756,3.11159e+07,3.11159,10.4267,0.73,"27,23"
vib_new_625,12276,50x50,0.75,N/A,N/A,N/A,N/A,410416,1.47946,1.0756,2.49040e+07,2.49040,13.0645,0.86,"28,15"
vib_new_1024,12276,50x50,0.75,N/A,N/A,N/A,N/A,262036,1.47946,1.0756,2.65348e+07,2.65348,10.2994,0.78,"31,48"
vib_new_653,12276,50x50,0.75,N/A,N/A,N/A,N/A,295011,1.47946,1.0756,2.26961e+07,2.26961,10.3848,0.8,"28,23"
vib_new_674,12276,50x50,0.75,N/A,N/A,N/A,N/A,253008,1.47946,1.0756,2.41110e+07,2.41110,10.1687,0.77,"30,27"
vib_new_977,12276,50x50,0.75,N/A,N/A,N/A,N/A,248619,1.47946,1.0756,3.22863e+07,3.22863,9.40461,0.54,"32,23"
vib_new_266,12276,50x50,0.75,N/A,N/A,N/A,N/A,258289,1.47946,1.0756,2.94934e+07,2.94934,10.5416,0.6,"38,22"
vib_new_40,12276,50x50,0.75,N/A,N/A,N/A,N/A,297082,1.47946,1.0756,2.47954e+07,2.47954,10.1685,0.84,"27,19"
vib_new_458,12276,50x50,0.75,N/A,N/A,N/A,N/A,260556,1.47946,1.0756,2.51814e+07,2.51814,11.1812,0.78,"25,28"
vib_new_885,12276,50x50,0.75,N/A,N/A,N/A,N/A,283779,1.47946,1.0756,2.43979e+07,2.43979,10.1106,0.77,"28,14"
vib_new_995,12276,50x50,0.75,N/A,N/A,N/A,N/A,245670,1.47946,1.0756,2.93327e+07,2.93327,10.617,0.68,"25,25"
vib_new_347,12276,50x50,0.75,N/A,N/A,N/A,N/A,285575,1.47946,1.0756,3.03172e+07,3.03172,10.2248,0.66,"25,24"
vib_new_960,12276,50x50,0.75,N/A,N/A,N/A,N/A,242748,1.47946,1.0756,3.81256e+07,3.81256,10.4892,0.58,"28,23"
vib_new_284,12276,50x50,0.75,N/A,N/A,N/A,N/A,270695,1.47946,1.0756,2.63710e+07,2.63710,10.4413,0.68,"23,21"
vib_new_386,12276,50x50,0.75,N/A,N/A,N/A,N/A,263005,1.47946,1.0756,3.30862e+07,3.30862,9.50507,0.67,"32,19"
vib_new_1486,12276,50x50,0.75,N/A,N/A,N/A,N/A,236365,1.47946,1.0756,2.94495e+07,2.94495,10.1859,0.61,"38,12"
vib_new_472,12276,50x50,0.75,N/A,N/A,N/A,N/A,216523,1.47946,1.0756,3.48077e+07,3.48077,9.52456,0.67,"30,20"
vib_new_611,12276,50x50,0.75,N/A,N/A,N/A,N/A,281937,1.47946,1.0756,2.61576e+07,2.61576,10.7033,0.66,"22,48"
vib_new_1200,12276,50x50,0.75,N/A,N/A,N/A,N/A,229453,1.47946,1.0756,2.61581e+07,2.61581,10.504,0.66,"34,33"
vib_new_935,12276,50x50,0.75,N/A,N/A,N/A,N/A,266422,1.47946,1.0756,3.39819e+07,3.39819,9.98442,0.61,"26,20"
vib_new_52,12276,50x50,0.75,N/A,N/A,N/A,N/A,311596,1.47946,1.0756,2.42302e+07,2.42302,10.4735,0.82,"38,20"
vib_new_164,12276,50x50,0.75,N/A,N/A,N/A,N/A,286078,1.47946,1.0756,2.57864e+07,2.57864,9.86412,0.66,"29,30"
vib_new_925,12276,50x50,0.75,N/A,N/A,N/A,N/A,330365,1.47946,1.0756,2.69677e+07,2.69677,13.2928,0.81,"32,31"
